tradeid,pnl_vector,vector_size,pnl
trade1,-710.83;-776.98;-10.86;2013.02;-896.28;298.95;3672.79;-1386.86;-2584.03;488.55;3181.07;2813.85;1049.51;465.08;-593.53;663.1;1062.03;2956.08;-1228.69;949.48;-658.98;-2296.88;-1248.63;934.83;-3053.98;3829.22;-903.26;246.37;1146.82;-2890.67;2305.66;417.5;3173.17;-1031.21;827.35;-34.96;-1571.12;-978.46;-1100.62;-1027.25;-356.11;590.72;1268.59;312.98;617.69;-618.45;-21.08;-1450.91;-1883.3;-77.84;659.8;-301.17;529.13;-486.16;-397.96;-996.35;2033.64;2500.68;5252.25;1110.72;-2584.82;1041.39;-537.49;-1324.44;-1645.35;413.42;-1973.3;-1169.84;-3231.06;-5486.49;-16.24;2398.2;-1727.97;3257.58;-1982.97;-74.14;8041.42;-2242.15;-3166.92;1910.8;-2397.35;6600.19;3615.62;826.89;-4626.53;1561.44;-1595.98;-1030.34;-2180.64;164.45;-4397.17;164.03;-749.23;764.24;-70.88;-3869.42;-622.59;-1853.3;376.37;-3038.06;-3281.63;-1109.36;-637.57;-1082.09;1160.8;-4876.55;-1364.36;2418.71;-143.2;-1977.77;551.33;-2273.49;2335.79;-21.21;-3204.26;-1930.48;3460.09;-976.71;-40.42;-374.5;-541.69;-2343.76;-3571.43;-2520.85;943.68;-1297.93;1485.55;-712.51;177.84;1809.21;1643.31;-4631.5;1689.74;-1619.38;-355.45;-4313.04;-826.21;366.23;6609.07;-814.9;-1607.05;836.05;495.25;-644.97;-1875.25;671.52;-18.33;-69.85;2631.93;-282.67;-80.63;4069.16;141.3;-257.67;213.26;-1328.22;-209.44;3145.85;-1715.41;1554.83;-2351.31;1371.13;1318.8;-1617.55;-326.04;2114.22;-3189.17;295.52;-2676.61;5042.13;327.37;895.63;300.41;2044.31;4157.55;-679.16;891.33;1611.19;-2033.04;-1562.72;461.05;1120.82;84.96;2773.48;732.87;-732.89;786.21;-2155.54;-3925.2;-250.46;2948.9;-457.27;-1304.24;-7106.54;-4647.28;1561.17;1880.75;-524.91;777.03;3432.32;-338.18;699.53;5397.0;814.84;622.47;5087.03;1823.17;3355.04;-2837.32;-2786.27;1347.11;410.34;665.75;-989.79;491.4;-1957.72;2071.05;-2805.24;4007.61;-684.85;1778.98;-104.92;-1717.65;-1623.34;-2049.05;-3298.53;425.95;-596.3;2118.39;-4230.93;-455.96;790.76;270.81;-3890.62;1096.49;3220.58;216.56;-46.72;-1141.04;4086.63;-1272.89;671.22;-1142.1;178.64;75.67;-402.48;-1398.47;490.06;-6.67;-1831.49;-906.2;836.9;2899.74;512.66;-1328.87;1277.52;-762.41;1941.29;294.16;-4180.44;-625.57;2307.95;-5481.66;1341.89;-365.34;2071.46;-3465.67;-1890.97;-2443.74;-4598.32;-2167.46;-1001.68;-4005.96;-103.86;2896.97;-815.95;2082.19;-2630.53;222.25;-4136.43;-1043.79;-4928.71;-622.94;-67.57;-444.48;1577.83;2418.08;1075.0;1718.7;-2075.41;-307.04;51.5;-2869.56;-1335.93;530.43;2866.79;-2261.75;-3226.28;4225.96;1733.22;-4844.33;4610.25;-607.46;3742.34;1853.53;3025.76;-1894.24;1657.34;-1639.74;-1780.57;5254.77;-1022.17;-2230.56;-655.3;-819.0;-2264.32;520.21;-723.71;406.46;3191.6;-3646.27;-1333.06;643.12;826.1;799.4;-669.0;1345.12;-310.93;521.69;-579.91;-1136.11;-392.06;1136.17;1332.16;-790.35;2580.87;2024.03;744.02;630.15;-4003.94;-1377.49;-631.72;-1860.0;-1488.13;-1607.8;-176.39;-3230.09;-1518.08;-2138.72;721.69;-1291.79;-2372.54;-335.63;873.65;-1729.65;-1814.24;-650.69;-1644.61;-3139.52;-2497.63;-284.61;-771.85;-86.49;356.3;1052.09;-2308.43;-1808.2;-2765.63;7.58;1598.85;2381.04;-1051.02,372,-710.83
